Gene,Non-unique Gene name,Annotation,GCA_053309155.1,GCA_053309175.1,GCA_053309195.1,GCA_053309215.1,GCA_054952405.1,GCA_054952445.1,GCA_054952645.1,GCA_055485485.1,GCA_055485515.1,GCA_055721525.1,GCA_055721545.1,GCA_055721565.1,GCA_055721585.1,GCA_055721605.1,GCA_055721625.1,GCA_055721645.1,GCA_055721665.1,GCA_055721685.1,GCA_055721705.1,GCA_060056565.1,GCA_060056645.1
group_1860,,hypothetical protein,,,,,,,,JLBILKMH_02016,MCHNEBJF_02016,,,,,,,,,,,DOCONFGL_03331,PNJFOIHC_03168
group_1859,,hypothetical protein,,,,,,,,JLBILKMH_02013,MCHNEBJF_02013,,,,,,,,,,,DOCONFGL_03328,PNJFOIHC_03171
group_1857,,hypothetical protein,,,,,,,,JLBILKMH_01221,MCHNEBJF_01221,,,,,,,,,,,DOCONFGL_02492,PNJFOIHC_03972
group_1856,,hypothetical protein,,,,,,,,JLBILKMH_01201,MCHNEBJF_01201,,,,,,,,,,,DOCONFGL_02472,PNJFOIHC_03992
group_1850,,hypothetical protein,,,,,,,,JLBILKMH_00752,MCHNEBJF_00752,,,,,,,,,,,DOCONFGL_02021,PNJFOIHC_04466
group_1846,fimI_2,Fimbrin-like protein FimI,,,AEDCGGIJ_04492,,,MHALECEH_01165,,,,,,,,,,JBBCKIFO_03739,,PJHHOHPP_01268,,,
group_1842,,hypothetical protein,,,,,,,,JLBILKMH_01235,MCHNEBJF_01235,,,,,,,,,,,DOCONFGL_02506,PNJFOIHC_03958
group_1825,,hypothetical protein,,MKEIHBDH_02677,,FPEEIIMM_00612,,,,,,,,,,,KAONMONA_02068,,,,EGDJDACD_00320,,
fimF_2,fimF_2,Protein FimF,,,AEDCGGIJ_04489,,,MHALECEH_01160,,,,,,,,,,JBBCKIFO_03744,,PJHHOHPP_01266,,,
group_1785,,hypothetical protein,PGEOLOLO_03612,,,,,,,,,,,BFKKNDMN_01874,BOEGCKIF_00667,AONLONOO_00071,,,,,,,
group_1757,,hypothetical protein,,,,,,,,JLBILKMH_01392,MCHNEBJF_01392,,,,,,,,,,,DOCONFGL_02719,PNJFOIHC_03803
fim_2,fim_2,Fimbrial subunit type 1,,,AEDCGGIJ_04493,,,MHALECEH_01166,,,,,,,,,,JBBCKIFO_03738,,PJHHOHPP_01269,,,
traS,traS,Protein TraS,PGEOLOLO_05391,,,,,,,,,,ALMEEEHM_05170,BFKKNDMN_05348,BOEGCKIF_05464,,,,,,,,
group_1712,,hypothetical protein,,,AEDCGGIJ_04021,,,,,,,HOLFJHIJ_00836,,,,,,,PCAPKKMB_03898,PJHHOHPP_00796,,,
finO,finO,Fertility inhibition protein,,,,,,,,JLBILKMH_05448,MCHNEBJF_05453,,,,,,,,,,,DOCONFGL_05545,PNJFOIHC_05665
group_1663,,hypothetical protein,,,,,,,,JLBILKMH_02913,MCHNEBJF_02915,,,,,,,,,,,DOCONFGL_04232,PNJFOIHC_02261
group_1654,,hypothetical protein,,,,,,,,JLBILKMH_00751,MCHNEBJF_00751,,,,,,,,,,,DOCONFGL_02020,PNJFOIHC_04467
group_1653,,hypothetical protein,,,,,,,,JLBILKMH_00748,MCHNEBJF_00748,,,,,,,,,,,DOCONFGL_02017,PNJFOIHC_04470
group_1644,,hypothetical protein,,,,,,,,JLBILKMH_01227,MCHNEBJF_01227,,,,,,,,,,,DOCONFGL_02498,PNJFOIHC_03966
gudP_3,gudP_3,putative galactarate/D-glucarate transporter GudP,PGEOLOLO_02202,,,,,,,,,,,BFKKNDMN_03290,BOEGCKIF_04289,AONLONOO_01470,,,,,,,
group_1596,,hypothetical protein,,,,,,,,JLBILKMH_00739,MCHNEBJF_00739,,,,,,,,,,,DOCONFGL_02008,PNJFOIHC_04479
group_1595,,hypothetical protein,,,AEDCGGIJ_05355,,,,,,,HOLFJHIJ_05212,,,,,,,,PJHHOHPP_05377,EGDJDACD_05301,,
group_1587,betI_3,HTH-type transcriptional regulator BetI,,MKEIHBDH_02675,,FPEEIIMM_00614,,,,,,,,,,,KAONMONA_02070,,,,EGDJDACD_00318,,
group_1574,,hypothetical protein,,,,,,,,JLBILKMH_03654,MCHNEBJF_03657,,,,,,,,,,,DOCONFGL_04841,PNJFOIHC_01585
group_1562,,hypothetical protein,,,,,,,,JLBILKMH_05449,MCHNEBJF_05454,,,,,,,,,,,DOCONFGL_05546,PNJFOIHC_05664
group_1561,,hypothetical protein,,,,,,,,JLBILKMH_03607,MCHNEBJF_03610,,,,,,,,,,,DOCONFGL_04795,PNJFOIHC_01670
group_1557,,hypothetical protein,,MKEIHBDH_04785,,,,MHALECEH_04191,,,,,ALMEEEHM_01165,,,,KAONMONA_05059,,,,,,
group_1555,,hypothetical protein,,,,,,,,JLBILKMH_03216,MCHNEBJF_03219,,,,,,,,PCAPKKMB_01938,,,,PNJFOIHC_01951
group_1542,,hypothetical protein,,,,,,,,JLBILKMH_01389,MCHNEBJF_01389,,,,,,,,,,,DOCONFGL_02716,PNJFOIHC_03806
group_1541,,hypothetical protein,,,,,,,,JLBILKMH_00794,MCHNEBJF_00794,,,,,,,,,,,DOCONFGL_02060,PNJFOIHC_04427
group_1539,,hypothetical protein,,MKEIHBDH_01536,AEDCGGIJ_03950,,,,,,,,,,,,KAONMONA_03213,,,PJHHOHPP_00725,,,
group_1512,,hypothetical protein,,,,,,,,JLBILKMH_00750,MCHNEBJF_00750,,,,,,,,,,,DOCONFGL_02019,PNJFOIHC_04468
group_1507,,hypothetical protein,PGEOLOLO_03643,,,,,,,,,,,BFKKNDMN_01843,BOEGCKIF_00698,AONLONOO_00040,,,,,,,
group_1505,,hypothetical protein,,,,,,,,JLBILKMH_01373,MCHNEBJF_01373,,,,,,,,,,,DOCONFGL_02700,PNJFOIHC_03822
pduL_1,pduL_1,Phosphate propanoyltransferase,,MKEIHBDH_02687,,FPEEIIMM_00602,,,,,,,,,,,KAONMONA_02058,,,,EGDJDACD_00330,,
mcdA,mcdA,Maintenance of carboxysome distribution protein A,,,AEDCGGIJ_05277,,,,,,,,,,,,,JBBCKIFO_05546,,PJHHOHPP_05282,EGDJDACD_05704,,
group_1469,,hypothetical protein,,,,,,MHALECEH_05350,,,,HOLFJHIJ_05178,ALMEEEHM_05227,,,,,JBBCKIFO_05439,,,,,
group_1451,,hypothetical protein,,,,,,,,JLBILKMH_05511,MCHNEBJF_05470,,,,,,,,,,,DOCONFGL_05575,PNJFOIHC_05472
group_1445,,hypothetical protein,,,,,,,,JLBILKMH_01370,MCHNEBJF_01370,,,,,,,,,,,DOCONFGL_02697,PNJFOIHC_03825
group_1436,,hypothetical protein,,,AEDCGGIJ_04494,,,MHALECEH_01167,,,,,,,,,,JBBCKIFO_03737,,PJHHOHPP_01270,,,
group_1416,,hypothetical protein,,,,,,,,JLBILKMH_02912,MCHNEBJF_02914,,,,,,,,,,,DOCONFGL_04231,PNJFOIHC_02262
group_1415,,hypothetical protein,,,,,,,,JLBILKMH_01217,MCHNEBJF_01217,,,,,,,,,,,DOCONFGL_02488,PNJFOIHC_03976
group_1414,,hypothetical protein,,,,,,,,JLBILKMH_00762,MCHNEBJF_00762,,,,,,,,,,,DOCONFGL_02031,PNJFOIHC_04456
group_1397,,hypothetical protein,,,,,,,,JLBILKMH_04266,MCHNEBJF_04269,,,,,,,,,,,DOCONFGL_00256,PNJFOIHC_01023
group_1395,,putative HTH-type transcriptional regulator,,,AEDCGGIJ_03265,,,MHALECEH_04168,,,,,ALMEEEHM_01143,,,,,,,PJHHOHPP_00039,,,
group_1388,,hypothetical protein,,,,,,,,JLBILKMH_03029,MCHNEBJF_03032,,,,,,,,,,,DOCONFGL_04343,PNJFOIHC_02142
group_1387,,hypothetical protein,,,,,,,,JLBILKMH_01354,MCHNEBJF_01354,,,,,,,,,,,DOCONFGL_02681,PNJFOIHC_03841
dgoD_1,dgoD_1,D-galactonate dehydratase,,,,,,,,JLBILKMH_00011,MCHNEBJF_00011,,,,,,,,,,,DOCONFGL_01284,PNJFOIHC_05249
group_1383,,IS5 family transposase ISKpn26,,,,,,,,JLBILKMH_01403,MCHNEBJF_01403,,,,,,,,,,,DOCONFGL_02731,PNJFOIHC_03790
group_1373,,putative HTH-type transcriptional regulator,,,,,,,,JLBILKMH_02944,MCHNEBJF_02946,,,,,,,,,,,DOCONFGL_04263,PNJFOIHC_02228
group_1371,,hypothetical protein,,MKEIHBDH_02688,,FPEEIIMM_00601,,,,,,,,,,,KAONMONA_02057,,,,EGDJDACD_00331,,
group_1343,,hypothetical protein,,,,,,,,JLBILKMH_01384,MCHNEBJF_01384,,,,,,,,,,,DOCONFGL_02711,PNJFOIHC_03811
group_1339,,hypothetical protein,,,,,,,,JLBILKMH_01210,MCHNEBJF_01210,,,,,,,,,,,DOCONFGL_02481,PNJFOIHC_03983
group_1327,,hypothetical protein,,MKEIHBDH_04726,AEDCGGIJ_03643,,,,,,,,,,,,KAONMONA_05116,,,PJHHOHPP_00417,,,
group_1323,,hypothetical protein,,,,,,,,JLBILKMH_03611,MCHNEBJF_03614,,,,,,,,,,,DOCONFGL_04799,PNJFOIHC_01666
group_1318,,putative HTH-type transcriptional regulator,,MKEIHBDH_04767,,,,,,,,HOLFJHIJ_00195,,,,,KAONMONA_05076,,PCAPKKMB_03308,,,,
group_1303,,hypothetical protein,,,,,,,,JLBILKMH_00767,MCHNEBJF_00767,,,,,,,,,,,DOCONFGL_02036,PNJFOIHC_04451
fimC_3,fimC_3,Chaperone protein FimC,,,AEDCGGIJ_04491,,,MHALECEH_01164,,,,,,,,,,JBBCKIFO_03740,,17_refound_193_pseudo,,,
aurI_1,aurI_1,Demethylluteothin O-methyltransferase,,,,,DEGACDFD_05245,,OGHMHICF_05157,,,,,,,,,,,,,DOCONFGL_05326,PNJFOIHC_05378
group_1287,,hypothetical protein,,,,,,,,JLBILKMH_03224,MCHNEBJF_03227,,,,,,,,,,,DOCONFGL_04469,PNJFOIHC_01943
group_1268,,hypothetical protein,,,,,,,,JLBILKMH_02565,MCHNEBJF_02565,,,,,,,,,,,DOCONFGL_03880,PNJFOIHC_02615
group_1267,,hypothetical protein,,,,,,,,JLBILKMH_00746,MCHNEBJF_00746,,,,,,,,,,,DOCONFGL_02015,PNJFOIHC_04472
group_1253,,hypothetical protein,,,,,,,,JLBILKMH_03605,MCHNEBJF_03608,,,,,,,,,,,DOCONFGL_04793,PNJFOIHC_01672
group_1252,,hypothetical protein,,,,,,,,JLBILKMH_02905,MCHNEBJF_02907,,,,,,,,,,,DOCONFGL_04224,PNJFOIHC_02269
group_1247,,hypothetical protein,,,,,,,,JLBILKMH_05536,MCHNEBJF_05549,,ALMEEEHM_05304,,,,,,,,,,PNJFOIHC_05673
xerC_7,xerC_7,Tyrosine recombinase XerC,,,,,,,,JLBILKMH_05504,MCHNEBJF_05477,,,,,,,,,,,DOCONFGL_05568,PNJFOIHC_05479
group_1240,,hypothetical protein,,,,,,,,JLBILKMH_00749,MCHNEBJF_00749,,,,,,,,,,,DOCONFGL_02018,PNJFOIHC_04469
group_1230,,hypothetical protein,,,AEDCGGIJ_05313,,,,,,,,ALMEEEHM_05612,,,,,,PCAPKKMB_05167,PJHHOHPP_05335,,,
group_1225,,hypothetical protein,,,,,,,,JLBILKMH_05447,MCHNEBJF_05452,,,,,,,,,,,DOCONFGL_05544,PNJFOIHC_05666
group_1201,,hypothetical protein,,,,,,,,JLBILKMH_00743,MCHNEBJF_00743,,,,,,,,,,,DOCONFGL_02012,PNJFOIHC_04475
group_1191,,hypothetical protein,,,,,,,,JLBILKMH_00755,MCHNEBJF_00755,,,,,,,,,,,DOCONFGL_02024,PNJFOIHC_04463
group_1181,,hypothetical protein,,,,,,,,JLBILKMH_01371,MCHNEBJF_01371,,,,,,,,,,,DOCONFGL_02698,PNJFOIHC_03824
group_1165,,hypothetical protein,,MKEIHBDH_04748,AEDCGGIJ_03620,,,,,,,,,,,,KAONMONA_05095,,,PJHHOHPP_00394,,,
group_1164,,hypothetical protein,,,,,,,,JLBILKMH_02909,MCHNEBJF_02911,,,,,,,,,,,DOCONFGL_04228,PNJFOIHC_02265
yfhA,yfhA,putative siderophore transport system permease protein YfhA,,,,FPEEIIMM_03240,DEGACDFD_03219,MHALECEH_05903,,,,,,,,,,JBBCKIFO_04850,,,,,
group_1103,,hypothetical protein,,,,,,,,JLBILKMH_00757,MCHNEBJF_00757,,,,,,,,,,,DOCONFGL_02026,PNJFOIHC_04461
group_1101,,hypothetical protein,,MKEIHBDH_02676,,FPEEIIMM_00613,,,,,,,,,,,KAONMONA_02069,,,,EGDJDACD_00319,,
group_1097,,hypothetical protein,PGEOLOLO_03651,,,,,,,,,,,BFKKNDMN_01835,BOEGCKIF_00706,AONLONOO_00032,,,,,,,
recE,recE,Exodeoxyribonuclease 8,,,,,,,,JLBILKMH_01358,MCHNEBJF_01358,,,,,,,,,,,DOCONFGL_02685,PNJFOIHC_03837
group_1061,rhaS_5,HTH-type transcriptional activator RhaS,,MKEIHBDH_02634,,FPEEIIMM_00653,,,,,,,,,,,KAONMONA_02112,,PCAPKKMB_00677,,,,
group_1058,,hypothetical protein,,,,,,,,JLBILKMH_02950,MCHNEBJF_02953,,,,,,,,,,,DOCONFGL_04270,PNJFOIHC_02221
group_1056,glnQ_5,Glutamine transport ATP-binding protein GlnQ,,,,,,MHALECEH_05355,,,,HOLFJHIJ_05183,ALMEEEHM_05232,,,,,JBBCKIFO_05434,,,,,
phnE,phnE,Phosphate-import permease protein PhnE,,,,,,MHALECEH_05353,,,,HOLFJHIJ_05181,ALMEEEHM_05230,,,,,JBBCKIFO_05436,,,,,
group_1054,btuD_3,Vitamin B12 import ATP-binding protein BtuD,,,,,DEGACDFD_05249,,OGHMHICF_05161,,,,,,,,,,,,,DOCONFGL_05322,PNJFOIHC_05374
group_1050,,hypothetical protein,,,,,,,,JLBILKMH_01215,MCHNEBJF_01215,,,,,,,,,,,DOCONFGL_02486,PNJFOIHC_03978
group_1033,,hypothetical protein,,,,,,,,JLBILKMH_04416,MCHNEBJF_04421,,,,,,,,,,,DOCONFGL_00403,PNJFOIHC_00875
group_1023,,hypothetical protein,,,,,,,,JLBILKMH_00763,MCHNEBJF_00763,,,,,,,,,,,DOCONFGL_02032,PNJFOIHC_04455
group_1013,,hypothetical protein,PGEOLOLO_03650,,,,,,,,,,,BFKKNDMN_01836,BOEGCKIF_00705,AONLONOO_00033,,,,,,,
dam_2,dam_2,DNA adenine methylase,,,,,,,,JLBILKMH_01205,MCHNEBJF_01205,,,,,,,,,,,DOCONFGL_02476,PNJFOIHC_03988
mntC,mntC,Manganese transport system membrane protein MntC,,,,FPEEIIMM_03213,DEGACDFD_03192,MHALECEH_05884,,,,,,,,,,JBBCKIFO_04879,,,,,
pdeG_2,pdeG_2,putative cyclic di-GMP phosphodiesterase PdeG,,,AEDCGGIJ_04486,,,MHALECEH_01157,,,,,,,,,,JBBCKIFO_03747,,PJHHOHPP_01263,,,
group_982,,hypothetical protein,,,,,,,,JLBILKMH_00744,MCHNEBJF_00744,,,,,,,,,,,DOCONFGL_02013,PNJFOIHC_04474
ptxB,ptxB,putative phosphite transport system-binding protein PtxB,,,,,,MHALECEH_05354,,,,HOLFJHIJ_05182,ALMEEEHM_05231,,,,,JBBCKIFO_05435,,,,,
group_974,,hypothetical protein,,,,,,,,JLBILKMH_02908,MCHNEBJF_02910,,,,,,,,,,,DOCONFGL_04227,PNJFOIHC_02266
group_973,,hypothetical protein,,,,,,,,JLBILKMH_01226,MCHNEBJF_01226,,,,,,,,,,,DOCONFGL_02497,PNJFOIHC_03967
group_971,,hypothetical protein,,,,FPEEIIMM_03227,DEGACDFD_03206,,,,,,,,,,,JBBCKIFO_04865,,,,,PNJFOIHC_05368
group_965,,hypothetical protein,,,,,,,,JLBILKMH_03225,MCHNEBJF_03228,,,,,,,,,,,DOCONFGL_04470,PNJFOIHC_01942
cmpR_2,cmpR_2,HTH-type transcriptional activator CmpR,,,,,,MHALECEH_05351,,,,HOLFJHIJ_05179,ALMEEEHM_05228,,,,,JBBCKIFO_05438,,,,,
group_956,,hypothetical protein,,,,,,,,JLBILKMH_00735,MCHNEBJF_00735,,,,,,,,,,,DOCONFGL_02004,PNJFOIHC_04483
group_943,,hypothetical protein,,,,,,,,JLBILKMH_00741,MCHNEBJF_00741,,,,,,,,,,,DOCONFGL_02010,PNJFOIHC_04477
repA,repA,Replication protein RepA,,,AEDCGGIJ_05278,,,,,,,,,,,,,JBBCKIFO_05545,,PJHHOHPP_05283,EGDJDACD_05705,,
bla_5,bla_5,Carbapenem-hydrolyzing beta-lactamase KPC,,,,,,,,JLBILKMH_05347,MCHNEBJF_05352,,,,,,,,,,,DOCONFGL_05456,PNJFOIHC_05643
group_934,,hypothetical protein,,,,,,,,JLBILKMH_01357,MCHNEBJF_01357,,,,,,,,,,,DOCONFGL_02684,PNJFOIHC_03838
group_917,,hypothetical protein,,,,,,,,JLBILKMH_00789,MCHNEBJF_00789,,,,,,,,,,,DOCONFGL_02055,PNJFOIHC_04432
group_909,,hypothetical protein,,,,,,,,JLBILKMH_02994,MCHNEBJF_02997,,,,,,,,,,,DOCONFGL_04314,PNJFOIHC_02177
group_902,,hypothetical protein,,,,FPEEIIMM_03220,DEGACDFD_03199,MHALECEH_05891,,,,,,,,,,JBBCKIFO_04872,,,,,
group_896,,hypothetical protein,,,AEDCGGIJ_05357,,,,,,,HOLFJHIJ_05210,,,,,,,,PJHHOHPP_05379,EGDJDACD_05299,,
group_888,,hypothetical protein,,,,,,,,JLBILKMH_03608,MCHNEBJF_03611,,,,,,,,,,,DOCONFGL_04796,PNJFOIHC_01669
group_887,,hypothetical protein,,,,,,,,JLBILKMH_01229,MCHNEBJF_01229,,,,,,,,,,,DOCONFGL_02500,PNJFOIHC_03964
group_884,,hypothetical protein,,MKEIHBDH_01537,AEDCGGIJ_03951,,,,,,,,,,,,KAONMONA_03212,,,PJHHOHPP_00726,,,
rdgC_2,rdgC_2,Recombination-associated protein RdgC,,,AEDCGGIJ_03266,,,,,,,HOLFJHIJ_00196,,,,,,,PCAPKKMB_03309,PJHHOHPP_00040,,,
dapA_3,dapA_3,4-hydroxy-tetrahydrodipicolinate synthase,,MKEIHBDH_02633,,FPEEIIMM_00654,,,,,,,,,,,KAONMONA_02113,,PCAPKKMB_00678,,,,
rdgC_1,rdgC_1,Recombination-associated protein RdgC,,,,,,,,JLBILKMH_03278,MCHNEBJF_03281,,ALMEEEHM_01536,,,,,,,,,DOCONFGL_04523,
fimH_2,fimH_2,Type 1 fimbrin D-mannose specific adhesin,,,AEDCGGIJ_04487,,,MHALECEH_01158,,,,,,,,,,JBBCKIFO_03746,,PJHHOHPP_01264,,,
group_830,,hypothetical protein,,,,,,,,JLBILKMH_00775,MCHNEBJF_00775,,,,,,,,,,,DOCONFGL_02044,PNJFOIHC_04444
xerC_1,xerC_1,Tyrosine recombinase XerC,,,,,,,,JLBILKMH_00797,MCHNEBJF_00797,,,,,,,,,,,DOCONFGL_02063,PNJFOIHC_04424
cutD,cutD,Choline trimethylamine-lyase activating enzyme,,MKEIHBDH_02685,,FPEEIIMM_00604,,,,,,,,,,,KAONMONA_02060,,,,EGDJDACD_00328,,
group_819,,4-hydroxyproline 2-epimerase,,MKEIHBDH_02635,,FPEEIIMM_00652,,,,,,,,,,,KAONMONA_02111,,PCAPKKMB_00676,,,,
soj,soj,Sporulation initiation inhibitor protein Soj,,,,,,,,JLBILKMH_04256,MCHNEBJF_04259,,,,,,,,,,,DOCONFGL_00246,PNJFOIHC_01033
aztC_1,aztC_1,High-affinity zinc uptake system protein AztC,,,,FPEEIIMM_03214,DEGACDFD_03193,MHALECEH_05885,,,,,,,,,,JBBCKIFO_04878,,,,,
group_808,,hypothetical protein,,,,,,,,JLBILKMH_00790,MCHNEBJF_00790,,,,,,,,,,,DOCONFGL_02056,PNJFOIHC_04431
group_805,,hypothetical protein,,,,,DEGACDFD_05248,,OGHMHICF_05160,,,,,,,,,,,,,DOCONFGL_05323,PNJFOIHC_05375
group_804,btuF_3,Vitamin B12-binding protein,,,,FPEEIIMM_03241,DEGACDFD_03220,MHALECEH_05904,,,,,,,,,,JBBCKIFO_04849,,,,,
group_782,,IS110 family transposase ISKpn42,,,,,DEGACDFD_05154,,OGHMHICF_05103,,,,,,,,,,PCAPKKMB_00551,,,DOCONFGL_05417,
parM_4,parM_4,Plasmid segregation protein ParM,,,,,,,,JLBILKMH_05503,MCHNEBJF_05478,,,,,,,,,,,DOCONFGL_05567,PNJFOIHC_05480
group_769,,IS481 family transposase ISKpn27,,,,,,,,JLBILKMH_05348,MCHNEBJF_05353,,,,,,,,,,,DOCONFGL_05455,PNJFOIHC_05642
group_768,,hypothetical protein,,,,,,,,JLBILKMH_05346,MCHNEBJF_05351,,,,,,,,,,,DOCONFGL_05457,PNJFOIHC_05644
group_767,traC_1,DNA primase TraC,,,,,,,,JLBILKMH_00795,MCHNEBJF_00795,,,,,,,,,,,DOCONFGL_02061,PNJFOIHC_04426
ykoT,ykoT,putative glycosyltransferase YkoT,,MKEIHBDH_05044,,FPEEIIMM_03334,DEGACDFD_03311,,,,,,,,,,KAONMONA_04798,,,,,,
group_759,,hypothetical protein,,,,,,,,JLBILKMH_01385,MCHNEBJF_01385,,,,,,,,,,,DOCONFGL_02712,PNJFOIHC_03810
group_737,xerC_2,Tyrosine recombinase XerC,,,,,,,,JLBILKMH_01198,MCHNEBJF_01198,,,,,,,,,,,DOCONFGL_02469,PNJFOIHC_03995
group_731,,hypothetical protein,,,,,,,,JLBILKMH_01212,MCHNEBJF_01212,,,,,,,,,,,DOCONFGL_02483,PNJFOIHC_03981
feuC_2,feuC_2,Iron-uptake system permease protein FeuC,,,,,DEGACDFD_05247,,OGHMHICF_05159,,,,,,,,,,,,,DOCONFGL_05324,PNJFOIHC_05376
group_713,,hypothetical protein,,,,,,,,JLBILKMH_00772,MCHNEBJF_00772,,,,,,,,,,,DOCONFGL_02041,PNJFOIHC_04447
ptxD,ptxD,Phosphonate dehydrogenase,,,,,,MHALECEH_05352,,,,HOLFJHIJ_05180,ALMEEEHM_05229,,,,,JBBCKIFO_05437,,,,,
group_699,,hypothetical protein,,,,,,,,JLBILKMH_02916,MCHNEBJF_02918,,,,,,,,,,,DOCONFGL_04235,PNJFOIHC_02258
group_696,hemB_2,Delta-aminolevulinic acid dehydratase,,,,FPEEIIMM_03218,DEGACDFD_03197,MHALECEH_05889,,,,,,,,,,JBBCKIFO_04874,,,,,
group_688,,hypothetical protein,,,,,,,,JLBILKMH_03015,MCHNEBJF_03018,,,,,,,,,,,DOCONFGL_04329,PNJFOIHC_02156
group_666,,hypothetical protein,,,,,,,,JLBILKMH_01213,MCHNEBJF_01213,,,,,,,,,,,DOCONFGL_02484,PNJFOIHC_03980
group_654,,hypothetical protein,,,,,,,,JLBILKMH_01216,MCHNEBJF_01216,,,,,,,,,,,DOCONFGL_02487,PNJFOIHC_03977
group_637,,hypothetical protein,,,,,,,,JLBILKMH_05508,MCHNEBJF_05473,,,,,,,,,,,DOCONFGL_05572,PNJFOIHC_05475
group_629,,hypothetical protein,,,,,,,,JLBILKMH_00745,MCHNEBJF_00745,,,,,,,,,,,DOCONFGL_02014,PNJFOIHC_04473
group_616,,hypothetical protein,,,,,,,,JLBILKMH_01233,MCHNEBJF_01233,,,,,,,,,,,DOCONFGL_02504,PNJFOIHC_03960
group_609,,hypothetical protein,,,,,,,,JLBILKMH_03603,MCHNEBJF_03606,,,,,,,,,,,DOCONFGL_04791,PNJFOIHC_01674
group_601,,hypothetical protein,,,,,,,,JLBILKMH_01211,MCHNEBJF_01211,,,,,,,,,,,DOCONFGL_02482,PNJFOIHC_03982
group_584,,hypothetical protein,,,,,,,,JLBILKMH_01239,MCHNEBJF_01239,,,,,,,,,,,DOCONFGL_02510,PNJFOIHC_03954
frmA_2,frmA_2,S-(hydroxymethyl)glutathione dehydrogenase,,,AEDCGGIJ_05269,,,,,,,,,,BOEGCKIF_05222,AONLONOO_05076,,,,PJHHOHPP_05274,,,
thiO,thiO,Glycine oxidase,,MKEIHBDH_02636,,FPEEIIMM_00651,,,,,,,,,,,KAONMONA_02110,,PCAPKKMB_00675,,,,
group_557,,hypothetical protein,,,,,,,,JLBILKMH_00769,MCHNEBJF_00769,,,,,,,,,,,DOCONFGL_02038,PNJFOIHC_04449
group_552,,hypothetical protein,,,,,,,,JLBILKMH_01232,MCHNEBJF_01232,,,,,,,,,,,DOCONFGL_02503,PNJFOIHC_03961
group_498,gpFI_1,Putative prophage major tail sheath protein,,,,,,,,JLBILKMH_01234,MCHNEBJF_01234,,,,,,,,,,,DOCONFGL_02505,PNJFOIHC_03959
mnmC_1,mnmC_1,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,,,,FPEEIIMM_03216,DEGACDFD_03195,MHALECEH_05887,,,,,,,,,,JBBCKIFO_04876,,,,,
group_490,tetA,Tetracycline resistance protein class B,,,AEDCGGIJ_05268,,,,,,,,,,BOEGCKIF_05223,AONLONOO_05075,,,,PJHHOHPP_05273,,,
group_480,,hypothetical protein,,,,,,,,JLBILKMH_02910,MCHNEBJF_02912,,,,,,,,,,,DOCONFGL_04229,PNJFOIHC_02264
arnC_2,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,,MKEIHBDH_05042,,FPEEIIMM_03336,DEGACDFD_03313,,,,,,,,,,KAONMONA_04800,,,,,,
group_458,,hypothetical protein,,,,,,,,JLBILKMH_00740,MCHNEBJF_00740,,,,,,,,,,,DOCONFGL_02009,PNJFOIHC_04478
yciC_2,yciC_2,Zinc chaperone YciC,,,,FPEEIIMM_03238,DEGACDFD_03217,MHALECEH_05899,,,,,,,,,,JBBCKIFO_04852,,,,,
group_447,,hypothetical protein,,MKEIHBDH_04784,,,,MHALECEH_04190,,,,,ALMEEEHM_01164,,,,KAONMONA_05060,,,,,,
group_446,,hypothetical protein,PGEOLOLO_03662,,,,,,,,,,,BFKKNDMN_01824,BOEGCKIF_00717,AONLONOO_00021,,,,,,,
group_440,,hypothetical protein,,,AEDCGGIJ_00317,,,,,,,,,,,,,,PCAPKKMB_00366,PJHHOHPP_02346,EGDJDACD_00576,,
tap,tap,Multidrug efflux pump Tap,,,AEDCGGIJ_05356,,,,,,,HOLFJHIJ_05211,,,,,,,,PJHHOHPP_05378,EGDJDACD_05300,,
group_436,,hypothetical protein,,MKEIHBDH_04786,,,,MHALECEH_04192,,,,,ALMEEEHM_01166,,,,KAONMONA_05058,,,,,,
aztD,aztD,Zinc chaperone AztD,,,,FPEEIIMM_03215,DEGACDFD_03194,MHALECEH_05886,,,,,,,,,,JBBCKIFO_04877,,,,,
intS_1,intS_1,Prophage integrase IntS,,,,FPEEIIMM_03210,DEGACDFD_03189,MHALECEH_05881,,,,,,,,,,JBBCKIFO_04882,,,,,
group_379,,hypothetical protein,,,,,,,,JLBILKMH_00796,MCHNEBJF_00796,,,,,,,,,,,DOCONFGL_02062,PNJFOIHC_04425
group_370,,hypothetical protein,,,,,,,,JLBILKMH_01404,MCHNEBJF_01404,,,,,,,,,,,DOCONFGL_02732,PNJFOIHC_03789
group_363,,hypothetical protein,,,,,,,,JLBILKMH_00742,MCHNEBJF_00742,,,,,,,,,,,DOCONFGL_02011,PNJFOIHC_04476
pyrC_2,pyrC_2,Dihydroorotase,,,,FPEEIIMM_03219,DEGACDFD_03198,MHALECEH_05890,,,,,,,,,,JBBCKIFO_04873,,,,,
group_349,,Deoxyguanosinetriphosphate triphosphohydrolase-like protein 1,,,,,,,,JLBILKMH_03222,MCHNEBJF_03225,,,,,,,,,,,DOCONFGL_04467,PNJFOIHC_01945
